Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
8,6612,10500,0.0079303,5,100,5.50276
8,6612,10800,0.0034739,5,100,5.53145
8,6612,11100,0.007247,5,100,5.53145
8,6612,11400,0.0080837,5,100,5.53145
8,6612,11700,0.0093687,5,100,5.53145
8,6612,12000,0.0083785,5,100,5.53145
8,6612,12300,0.0045037,5,100,5.53145
8,6612,12600,0.0096327,5,100,5.53145
8,6612,12900,0.004684,5,100,5.53145
8,6612,13200,0.0075441,5,100,5.53145
8,6612,13500,0.0044489,5,100,5.53145
8,6612,13800,0.0061085,5,100,5.53145
8,6612,14100,0.007258,5,100,5.53145
8,6612,14400,0.010499,5,100,5.53145
8,6612,14700,0.002444,5,100,5.53145
8,6612,15000,0.0061371,5,100,5.53145
8,6612,15300,0.012092,5,100,5.53145
9,2592,300,22.2994,5,100,5.107E-4
9,2592,600,25.84205,5,100,6.3453E-4
9,2592,900,21.3314,5,100,0.04174
9,2592,1200,23.76007,5,100,0.04174
9,2592,1500,16.67234,5,100,0.04174
9,2592,1800,15.43818,5,100,0.16354
9,2592,2100,5.65731,5,100,3.23657
9,2592,2400,12.12116,5,100,4.69006
9,2592,2700,10.17782,5,100,5.4028
9,2592,3000,9.80539,5,100,5.4028
9,2592,3300,9.98765,5,100,5.4028
9,2592,3600,10.26517,5,100,5.4028
9,2592,3900,10.86548,5,100,5.4028
9,2592,4200,10.47097,5,100,5.4028
9,2592,4500,10.07996,5,100,5.4028
9,2592,4800,10.73103,5,100,5.4028
9,2592,5100,9.74484,5,100,5.6039
9,2592,5400,8.74597,5,100,5.6039
9,2592,5700,9.74274,5,100,5.6039
9,2592,6000,9.86452,5,100,5.6464
9,2592,6300,9.58687,5,100,5.7736
9,2592,6600,8.15142,5,100,5.84149
9,2592,6900,6.81808,5,100,5.97425
9,2592,7200,6.17962,5,100,6.13316
9,2592,7500,7.5344,5,100,6.3427
9,2592,7800,7.27231,5,100,6.8125
9,2592,8100,7.63139,5,100,7.58022
9,2592,8400,7.7714,5,100,7.60767
9,2592,8700,5.70947,5,100,7.94364
9,2592,9000,5.40367,5,100,8.11396
9,2592,9300,4.78863,5,100,8.47857
9,2592,9600,4.74906,5,100,8.85671
9,2592,9900,4.81744,5,100,8.94341
9,2592,10200,4.76534,5,100,8.94341
9,2592,10500,4.97632,5,100,8.94341
9,2592,10800,4.94197,5,100,8.94341
9,2592,11100,4.87253,5,100,8.94341
9,2592,11400,4.94486,5,100,8.99696
9,2592,11700,5.04967,5,100,8.99696
9,2592,12000,5.20717,5,100,8.99696
9,2592,12300,5.16421,5,100,9.06411
9,2592,12600,5.13165,5,100,9.06411
9,2592,12900,5.304,5,100,9.06411
9,2592,13200,5.31677,5,100,9.06411
9,2592,13500,5.20437,5,100,9.06411
9,2592,13800,5.09353,5,100,9.06411
9,2592,14100,5.31204,5,100,9.06411
9,2592,14400,5.19754,5,100,9.06411
9,2592,14700,5.22879,5,100,9.06411
9,2592,15000,5.36492,5,100,9.06411
9,2592,15300,5.23833,5,100,9.06411
10,2236,300,24.82983,5,100,8.6352E-5
10,2236,600,25.29845,5,100,0.004129
10,2236,900,24.39437,5,100,0.004129
10,2236,1200,23.60319,5,100,0.004129
10,2236,1500,14.98099,5,100,0.004129
10,2236,1800,11.73522,5,100,0.0091001
10,2236,2100,14.46365,5,100,1.99829
10,2236,2400,8.80631,5,100,6.20249
10,2236,2700,0.0038551,5,100,6.75191
10,2236,3000,0.0035816,5,100,7.05607
10,2236,3300,0.001645,5,100,7.17959
10,2236,3600,0.0013426,5,100,7.17959
10,2236,3900,0.0013035,5,100,7.20926
10,2236,4200,0.0014721,5,100,7.20926
10,2236,4500,0.0016167,5,100,7.24749
10,2236,4800,0.0014134,5,100,7.24749
10,2236,5100,0.0011108,5,100,7.28604
10,2236,5400,0.0025496,5,100,7.34942
10,2236,5700,8.3822E-4,5,100,7.56617
10,2236,6000,0.0013329,5,100,7.69655
10,2236,6300,0.0015571,5,100,8.04662
10,2236,6600,0.0019963,5,100,8.67214
10,2236,6900,0.0013303,5,100,9.57098
10,2236,7200,5.6135E-4,5,100,9.58394
10,2236,7500,8.0644E-4,5,100,9.68083
10,2236,7800,6.3904E-4,5,100,9.68083
10,2236,8100,6.1227E-4,5,100,9.68083
10,2236,8400,3.8118E-4,5,100,9.68083
10,2236,8700,0.0010911,5,100,9.68083
10,2236,9000,9.0328E-4,5,100,9.68083
10,2236,9300,7.6401E-4,5,100,9.68847
10,2236,9600,9.6263E-4,5,100,9.68847
10,2236,9900,7.6891E-4,5,100,9.68847
10,2236,10200,9.1149E-4,5,100,9.68847
10,2236,10500,8.0794E-4,5,100,9.69026
10,2236,10800,8.6905E-4,5,100,9.69026
10,2236,11100,7.0681E-4,5,100,9.69026
10,2236,11400,8.8123E-4,5,100,9.69026
10,2236,11700,8.0224E-4,5,100,9.69026
10,2236,12000,8.5249E-4,5,100,9.69026
10,2236,12300,6.1088E-4,5,100,9.69026
10,2236,12600,5.7053E-4,5,100,9.69026
10,2236,12900,6.5174E-4,5,100,9.69026
10,2236,13200,7.0117E-4,5,100,9.69026
10,2236,13500,9.652E-4,5,100,9.69026
10,2236,13800,7.3575E-4,5,100,9.69026
10,2236,14100,4.5891E-4,5,100,9.69026
10,2236,14400,7.032E-4,5,100,9.69026
10,2236,14700,4.9074E-4,5,100,9.69026
10,2236,15000,7.2385E-4,5,100,9.69026
10,2236,15300,5.4842E-4,5,100,9.69026
11,2671,300,27.03665,5,100,0.0076005
11,2671,600,31.30852,5,100,0.02565
11,2671,900,20.79194,5,100,0.02565
11,2671,1200,20.05581,5,100,0.02565
11,2671,1500,18.86614,5,100,0.02565
11,2671,1800,19.70252,5,100,0.02565
11,2671,2100,18.51955,5,100,0.02565
11,2671,2400,19.67181,5,100,0.02565
11,2671,2700,16.1528,5,100,0.02565
11,2671,3000,17.40854,5,100,0.02565
11,2671,3300,21.61679,5,100,0.02565
11,2671,3600,18.04843,5,100,0.02565
11,2671,3900,16.43036,5,100,0.02565
11,2671,4200,18.00852,5,100,0.02565
11,2671,4500,21.21048,5,100,3.08147
11,2671,4800,17.77829,5,100,6.86214
11,2671,5100,5.49827,5,100,7.30104
11,2671,5400,4.22374,5,100,8.46007
11,2671,5700,4.02364,5,100,8.64091
11,2671,6000,4.01806,5,100,8.64091
11,2671,6300,4.03828,5,100,8.64091
11,2671,6600,4.02338,5,100,8.67755
11,2671,6900,4.01614,5,100,8.67755
11,2671,7200,4.01268,5,100,8.77493
11,2671,7500,4.037,5,100,8.85407
11,2671,7800,4.0615,5,100,8.85407
